id_pedido,id_produto,categoria
65256,28483,bebes
58682,5616,fashion_bolsas_e_acessorios
50405,21341,bebes
88737,6576,pet_shop
23113,19813,consoles_games
32284,16726,beleza_saude
68813,560,industria_comercio_e_negocios
16142,29653,automotivo
65800,16717,utilidades_domesticas
34247,30729,brinquedos
31664,22786,relogios_presentes
84286,25662,moveis_decoracao
10043,9997,cama_mesa_banho
24426,906,moveis_decoracao
24426,2750,moveis_decoracao
50749,18649,eletronicos
84032,18559,utilidades_domesticas
12076,27443,livros_tecnicos
75704,7759,eletrodomesticos
36466,1462,esporte_lazer
78267,8644,utilidades_domesticas
48068,23118,cool_stuff
12867,30091,telefonia
25429,7808,ferramentas_jardim
16081,11070,relogios_presentes
59705,2065,ferramentas_jardim
98995,25724,cool_stuff
18474,11819,relogios_presentes
56493,10437,perfumaria
84712,31807,alimentos
63281,111,esporte_lazer
88884,10632,bebes
35005,21274,cama_mesa_banho
53750,17095,esporte_lazer
80792,14564,brinquedos
14014,32677,moveis_decoracao
16995,1129,brinquedos
86600,11094,beleza_saude
43103,333,cool_stuff
84519,32098,ferramentas_jardim
67220,4175,cama_mesa_banho
80607,22280,cool_stuff
91120,12809,moveis_decoracao
91120,12809,moveis_decoracao
91120,12809,moveis_decoracao
13371,17375,bebes
92607,30188,ferramentas_jardim
84502,21612,construcao_ferramentas_construcao
86532,24932,beleza_saude
69079,24517,beleza_saude
7833,22656,fashion_bolsas_e_acessorios
55864,25115,fashion_bolsas_e_acessorios
23319,4296,fashion_bolsas_e_acessorios
19656,3273,eletroportateis
70959,9722,cool_stuff
43358,3583,informatica_acessorios
91895,6090,informatica_acessorios
26501,18141,cool_stuff
81828,27708,esporte_lazer
39097,1455,utilidades_domesticas
45220,22714,relogios_presentes
91741,18448,informatica_acessorios
15676,18669,moveis_decoracao
92966,19549,perfumaria
71187,23826,esporte_lazer
40669,6349,moveis_escritorio
9481,22280,cool_stuff
17364,17600,bebes
25134,11971,cama_mesa_banho
68944,19338,beleza_saude
57467,16843,beleza_saude
12996,8694,utilidades_domesticas
96104,1636,brinquedos
1762,6087,cama_mesa_banho
88505,25989,alimentos
26727,26700,informatica_acessorios
26727,26700,informatica_acessorios
62396,14051,ferramentas_jardim
44697,29353,informatica_acessorios
41133,5731,cool_stuff
97944,32209,moveis_escritorio
78993,21496,bebidas
68213,5988,esporte_lazer
30615,32139,utilidades_domesticas
90450,16765,cama_mesa_banho
12444,8290,informatica_acessorios
7575,3180,climatizacao
36845,18492,cama_mesa_banho
55453,12042,eletroportateis
40670,17533,utilidades_domesticas
40670,22861,utilidades_domesticas
59948,20059,construcao_ferramentas_construcao
36489,16579,eletronicos
87071,6064,cama_mesa_banho
1331,16311,ferramentas_jardim
38927,12339,utilidades_domesticas
41166,8339,utilidades_domesticas
78332,32362,moveis_sala
78332,32362,moveis_sala
96924,18761,cama_mesa_banho
16546,27345,beleza_saude
66194,28350,esporte_lazer
78788,24503,moveis_decoracao
78788,24503,moveis_decoracao
61307,12220,moveis_decoracao
51554,23039,brinquedos
20937,10416,automotivo
94645,15301,informatica_acessorios
10060,12098,utilidades_domesticas
84203,5790,cama_mesa_banho
93854,2134,pcs
72322,13805,ferramentas_jardim
22644,24970,relogios_presentes
70399,3674,moveis_escritorio
67491,4263,ferramentas_jardim
53755.0,11665.0,
89229,24750,cama_mesa_banho
59262,5928,relogios_presentes
86391,17213,consoles_games
86008,2783,automotivo
42368,7138,perfumaria
42368,12760,perfumaria
68042.0,20060.0,
24295,18007,informatica_acessorios
63804,29208,eletronicos
53652,276,cama_mesa_banho
88669,29823,fashion_calcados
41586,22518,utilidades_domesticas
11961,9145,cama_mesa_banho
81564,11296,cama_mesa_banho
50702,3733,livros_interesse_geral
82901,793,relogios_presentes
64929,4598,ferramentas_jardim
94551.0,29568.0,
15083,793,relogios_presentes
74119,25799,utilidades_domesticas
29509,29767,informatica_acessorios
29509,29767,informatica_acessorios
22442,1092,alimentos_bebidas
63839,15280,utilidades_domesticas
3977,11923,fashion_calcados
84227,289,esporte_lazer
84227,289,esporte_lazer
84227,289,esporte_lazer
84227,289,esporte_lazer
97850,4537,esporte_lazer
9663,9232,eletronicos
23772,31029,cama_mesa_banho
20063,3241,esporte_lazer
35280,28756,moveis_decoracao
51308,22726,bebes
54949,18640,bebes
88747,26420,casa_construcao
696,812,beleza_saude
10915,13176,consoles_games
10546,11144,moveis_decoracao
91496,15184,utilidades_domesticas
97164,16495,beleza_saude
25511,18935,papelaria
71088,22473,informatica_acessorios
3026,27717,telefonia
30918,14457,relogios_presentes
83612,11337,beleza_saude
1701,13965,beleza_saude
1701,19602,beleza_saude
55858,6203,brinquedos
24609,4853,beleza_saude
20388,1760,casa_conforto
47500,9661,cama_mesa_banho
75803,3267,esporte_lazer
84072,946,pet_shop
81717,4598,ferramentas_jardim
6387,4005,esporte_lazer
75092,32632,moveis_decoracao
49527,18219,informatica_acessorios
33656,26374,perfumaria
33656,26374,perfumaria
16239,10697,moveis_decoracao
16239,10697,moveis_decoracao
25893,26040,beleza_saude
32969,25724,cool_stuff
61239,11408,cama_mesa_banho
32322,27006,agro_industria_e_comercio
32322,27006,agro_industria_e_comercio
32322,27006,agro_industria_e_comercio
32322,27006,agro_industria_e_comercio
32322,27006,agro_industria_e_comercio
32322,27006,agro_industria_e_comercio
8855,14393,utilidades_domesticas
79994.0,26367.0,
86218,32025,casa_conforto
86218,9661,cama_mesa_banho
56266,19052,beleza_saude
12609,7260,telefonia
12609,7260,telefonia
49635,15893,fashion_bolsas_e_acessorios
76922,18369,bebes
7903,2195,eletronicos
11662,12185,esporte_lazer
46557,6054,cama_mesa_banho
17624,16388,perfumaria
86372,6888,relogios_presentes
35878,15605,eletrodomesticos
98479,21060,utilidades_domesticas
98479,21060,utilidades_domesticas
75464,25882,papelaria
18856,23012,instrumentos_musicais
54906,31609,telefonia
35205,6966,perfumaria
80395,10195,automotivo
70792,27058,moveis_decoracao
86727,15321,construcao_ferramentas_iluminacao
64157,14984,moveis_decoracao
95739,2697,relogios_presentes
14816,32098,ferramentas_jardim
38636,26398,utilidades_domesticas
24180,25945,automotivo
48226,30689,eletroportateis
39158,32057,utilidades_domesticas
53091,19364,relogios_presentes
6629,8019,beleza_saude
88726,19320,perfumaria
58150,26652,beleza_saude
20341,15299,cama_mesa_banho
49,32354,livros_interesse_geral
9759,25289,informatica_acessorios
3842,5822,beleza_saude
3842,27326,beleza_saude
83937,7072,utilidades_domesticas
83937,7072,utilidades_domesticas
9771,12501,automotivo
83768,7701,moveis_decoracao
49014,29879,moveis_decoracao
2064,28182,cama_mesa_banho
33191,32300,brinquedos
33191,16274,brinquedos
60950,14662,esporte_lazer
85975,25875,eletronicos
35146,2134,pcs
17014,8862,ferramentas_jardim
83275,10855,informatica_acessorios
59594,10290,beleza_saude
36408,29510,climatizacao
79115,25569,esporte_lazer
30472,21492,informatica_acessorios
67503,17789,automotivo
3808,23291,fashion_bolsas_e_acessorios
90467,22376,moveis_decoracao
45102,29771,informatica_acessorios
16529,30482,brinquedos
79321,8432,esporte_lazer
40110,23464,informatica_acessorios
9569,3300,moveis_sala
9917,29260,relogios_presentes
75140,780,perfumaria
22354,9585,informatica_acessorios
62224,31289,moveis_decoracao
95245,30721,cama_mesa_banho
95245,30721,cama_mesa_banho
66670,11124,telefonia
73922,10679,artes_e_artesanato
46425,7560,informatica_acessorios
46425,7560,informatica_acessorios
14681,4509,papelaria
88526,5673,brinquedos
90497,3853,informatica_acessorios
87832,31552,telefonia
68520,9305,esporte_lazer
92426,28874,automotivo
41232,797,cama_mesa_banho
7338,23171,brinquedos
92744,8707,telefonia
30919,22156,eletronicos
92223,23835,relogios_presentes
51377,2631,consoles_games
51377,5096,pet_shop
81345,24151,eletronicos
29490,10372,moveis_decoracao
29490,6895,moveis_decoracao
59542,11792,bebes
43039,30527,agro_industria_e_comercio
91254,3763,moveis_decoracao
62225,24479,cama_mesa_banho
27586,30366,telefonia
94980,30707,ferramentas_jardim
22994,12028,beleza_saude
61902,13875,cool_stuff
8299,15238,cama_mesa_banho
92314,20384,cine_foto
72746,2129,brinquedos
72299,5324,fashion_bolsas_e_acessorios
40638,31549,brinquedos
15950,13897,beleza_saude
15950,13897,beleza_saude
66729,3351,moveis_decoracao
66729,3351,moveis_decoracao
52968,7647,esporte_lazer
15207,26498,beleza_saude
97350,24983,relogios_presentes
67114,29425,esporte_lazer
13038,26720,cool_stuff
84565,19246,pet_shop
17858,13102,relogios_presentes
72066,12264,esporte_lazer
2149,11275,utilidades_domesticas
73480,30118,papelaria
9050,5255,esporte_lazer
86043,27146,esporte_lazer
83015,24659,brinquedos
6052,2631,consoles_games
41242,21797,papelaria
19377.0,20692.0,
66706,411,market_place
18906,15913,telefonia
3002,29653,automotivo
65227,14739,automotivo
61598,25332,cama_mesa_banho
96921,3198,beleza_saude
96921,11710,beleza_saude
34869,29389,eletroportateis
28632,18860,telefonia
80944,25058,ferramentas_jardim
8057,29348,relogios_presentes
32869,22808,bebes
71689,12488,papelaria
71689,12488,papelaria
59416,14126,beleza_saude
58135,11628,beleza_saude
83007,19383,utilidades_domesticas
86338,28835,beleza_saude
75841,14746,cama_mesa_banho
78281,32139,utilidades_domesticas
32739,8290,informatica_acessorios
64664,5369,eletronicos
64664,5369,eletronicos
57398,8276,instrumentos_musicais
29775,1155,telefonia
89615,26389,informatica_acessorios
89615,26389,informatica_acessorios
89615,26389,informatica_acessorios
78329,31153,esporte_lazer
10037,19052,beleza_saude
81356,10346,livros_tecnicos
8620,32362,moveis_sala
8118,19516,relogios_presentes
8118,18871,relogios_presentes
63458,29250,telefonia
43895,23744,cool_stuff
48263,27120,relogios_presentes
66716,24750,cama_mesa_banho
50604,24638,pet_shop
55245,29772,instrumentos_musicais
18938,31532,fashion_bolsas_e_acessorios
77476,4380,esporte_lazer
34661,27632,utilidades_domesticas
54062,22571,cama_mesa_banho
23820,22956,utilidades_domesticas
87852,12631,utilidades_domesticas
65373,27137,malas_acessorios
58904,4869,esporte_lazer
51555,26996,cama_mesa_banho
52475,20394,bebes
82194,26633,cool_stuff
8437,28921,esporte_lazer
92070,28594,alimentos_bebidas
98166,14009,esporte_lazer
82464,19052,beleza_saude
75671,11714,cama_mesa_banho
62509,15299,cama_mesa_banho
51381,20291,telefonia
73892,21688,cama_mesa_banho
73273,17460,construcao_ferramentas_construcao
65210,25989,alimentos
65210,25989,alimentos
92155,17800,portateis_cozinha_e_preparadores_de_alimentos
34214,3624,cama_mesa_banho
51698,8435,esporte_lazer
31680,1777,utilidades_domesticas
48229,30626,esporte_lazer
34897,5734,cool_stuff
16559,8029,beleza_saude
16559,8029,beleza_saude
16559,8029,beleza_saude
96702,14459,cama_mesa_banho
96702,14459,cama_mesa_banho
96702,14459,cama_mesa_banho
96702,14459,cama_mesa_banho
58349,20818,relogios_presentes
55234,4979,pet_shop
44682,31781,bebes
41128,10371,pet_shop
54929,7162,relogios_presentes
98807,9225,pet_shop
10702,4175,cama_mesa_banho
37028,23787,telefonia_fixa
72529,1074,automotivo
80055,29894,pcs
8257,19989,esporte_lazer
27374,29267,moveis_colchao_e_estofado
70199,30245,brinquedos
61261,6557,beleza_saude
14358,16070,esporte_lazer
64202,9750,cama_mesa_banho
63320,1790,automotivo
87209,19052,beleza_saude
81581,5565,esporte_lazer
13364,15525,bebes
38163,24753,malas_acessorios
15567,17005,utilidades_domesticas
14919,14961,beleza_saude
37649,2288,cool_stuff
43916,23924,brinquedos
14285,3236,bebes
68303,11848,instrumentos_musicais
26604,2264,cool_stuff
31702,8530,cama_mesa_banho
31672,11009,pet_shop
71037,17457,esporte_lazer
76497,12586,papelaria
95999,18945,papelaria
71606,3936,informatica_acessorios
59224,20110,instrumentos_musicais
59823,19853,papelaria
34393,20451,utilidades_domesticas
16186,11080,bebes
57083,1459,cama_mesa_banho
57083,31854,cama_mesa_banho
23933,2346,fashion_bolsas_e_acessorios
23933,19878,fashion_bolsas_e_acessorios
67347,32140,telefonia
49428,4778,alimentos
47145,3919,beleza_saude
255,29213,cama_mesa_banho
91982,3879,beleza_saude
37466,16151,beleza_saude
9688,27050,relogios_presentes
87292,346,cama_mesa_banho
82990,27193,moveis_decoracao
57111,19988,esporte_lazer
75659,14201,moveis_escritorio
80028,21114,papelaria
80028,11402,papelaria
45265,24970,relogios_presentes
19827,30933,eletronicos
52180,30311,moveis_decoracao
24807,23769,automotivo
17838,22092,eletronicos
25773,31936,automotivo
6996,11024,ferramentas_jardim
94312,19797,cool_stuff
36589,8954,relogios_presentes
73794,8124,utilidades_domesticas
6315,23957,relogios_presentes
23513,13682,informatica_acessorios
18352,3260,moveis_decoracao
18352,24310,moveis_decoracao
18352,3260,moveis_decoracao
14809,25315,eletronicos
38448,4380,esporte_lazer
48040,6261,telefonia
67199,32139,utilidades_domesticas
41443,7975,automotivo
6252,14051,ferramentas_jardim
6252,14051,ferramentas_jardim
6252,14051,ferramentas_jardim
43368,14947,beleza_saude
27086,22042,esporte_lazer
67631,27749,beleza_saude
89027,19214,cama_mesa_banho
22622,28920,informatica_acessorios
89156,21192,relogios_presentes
41431,32199,esporte_lazer
13740,27550,informatica_acessorios
28891,15918,beleza_saude
53778,20140,cama_mesa_banho
99288,11905,cool_stuff
54480,11874,automotivo
15439,28502,esporte_lazer
59943,31781,bebes
2300,1001,esporte_lazer
22699,29864,pet_shop
57116,25829,eletronicos
57798,23196,utilidades_domesticas
57798,23196,utilidades_domesticas
89672,27121,cool_stuff
7873,15647,relogios_presentes
45539,2309,relogios_presentes
52064,11283,brinquedos
30944,11352,esporte_lazer
95420,22477,beleza_saude
59834,27168,cool_stuff
74783,12767,consoles_games
58722.0,10239.0,
63172,8095,telefonia
6520,20679,informatica_acessorios
94811,29318,esporte_lazer
94811,29318,esporte_lazer
938,32081,informatica_acessorios
52426,24399,cama_mesa_banho
91577,29025,beleza_saude
4620,6111,fashion_bolsas_e_acessorios
95183,20532,esporte_lazer
60039,16339,utilidades_domesticas
40798,15394,esporte_lazer
94671,3904,relogios_presentes
64918,11047,utilidades_domesticas
46981,5210,ferramentas_jardim
30538,18965,utilidades_domesticas
89860,27943,perfumaria
6564,21777,ferramentas_jardim
92643,27342,esporte_lazer
9491,10641,perfumaria
24940,1214,telefonia
67421,1842,esporte_lazer
5311,15668,cama_mesa_banho
94271,11924,bebes
23130,32098,ferramentas_jardim
8176,22355,informatica_acessorios
84607,9794,bebes
97855,29966,beleza_saude
73298,16618,casa_construcao
1576,7474,audio
98491,13161,informatica_acessorios
20064,31400,cool_stuff
72110,32840,moveis_decoracao
15831,6335,beleza_saude
9974,19067,cama_mesa_banho
28311,25843,construcao_ferramentas_iluminacao
68354,30314,perfumaria
64218,4178,beleza_saude
64218,4178,beleza_saude
645,15012,informatica_acessorios
50610,14851,utilidades_domesticas
9113,27684,fashion_bolsas_e_acessorios
31158,14174,pet_shop
5952,8290,informatica_acessorios
86748,16678,eletronicos
95671,23028,perfumaria
52195,20725,fraldas_higiene
7277,16110,informatica_acessorios
57925,4767,moveis_cozinha_area_de_servico_jantar_e_jardim
50968,9997,cama_mesa_banho
95708,31816,climatizacao
95708,31816,climatizacao
95708,31816,climatizacao
95708,31816,climatizacao
690,23965,brinquedos
95006,4598,ferramentas_jardim
88046,17254,cama_mesa_banho
28336,23258,automotivo
97169,4382,perfumaria
97169,15723,perfumaria
78515,18618,eletroportateis
54477,12148,bebes
44880,1964,beleza_saude
6345,11024,ferramentas_jardim
5298,9373,esporte_lazer
17887,30002,informatica_acessorios
81956,7016,papelaria
60488,28246,esporte_lazer
37915,5822,beleza_saude
82392,32406,cama_mesa_banho
8434,29996,telefonia
25844,3047,beleza_saude
75749,15973,papelaria
33332,6237,cool_stuff
67709,29197,papelaria
67709,2313,papelaria
20423,18358,esporte_lazer
89395,17418,utilidades_domesticas
22431,24771,informatica_acessorios
39286,11668,pet_shop
29913,6349,moveis_escritorio
96817,19807,cama_mesa_banho
96817,19807,cama_mesa_banho
92869,5734,cool_stuff
81698,3487,papelaria
61416,5100,informatica_acessorios
29144,27627,esporte_lazer
15631,4582,automotivo
88191,6923,eletrodomesticos
30142,24853,pet_shop
82630,17789,automotivo
97302,18457,esporte_lazer
61540,12920,casa_conforto
68325,20029,moveis_sala
23194,23919,brinquedos
55604,14141,moveis_escritorio
84992,24397,papelaria
47091,11409,utilidades_domesticas
47091,11409,utilidades_domesticas
24057,11147,utilidades_domesticas
78916,20202,eletronicos
19289,4285,relogios_presentes
92776,12871,utilidades_domesticas
92776,12871,utilidades_domesticas
92776,12871,utilidades_domesticas
92776,12871,utilidades_domesticas
92776,12871,utilidades_domesticas
92776,12871,utilidades_domesticas
37580,15908,industria_comercio_e_negocios
75728,7598,beleza_saude
91609,11492,relogios_presentes
80463,21969,eletronicos
28683,3644,beleza_saude
96208,19259,beleza_saude
26799,31599,bebes
20612,1749,beleza_saude
94120,24753,malas_acessorios
30062,12262,automotivo
9947,22477,beleza_saude
88347,4378,utilidades_domesticas
61210,25454,perfumaria
70635,18777,moveis_decoracao
7556,15173,eletronicos
88725,20392,brinquedos
35091,7450,ferramentas_jardim
92128,14457,relogios_presentes
78539,10634,beleza_saude
7946,5276,moveis_decoracao
42998,25481,cool_stuff
88501,9598,construcao_ferramentas_construcao
16729,25226,automotivo
2631,8297,moveis_decoracao
49630,2927,utilidades_domesticas
49704,199,cool_stuff
22628,16906,telefonia
13510,5091,beleza_saude
14987,16752,relogios_presentes
14987,16752,relogios_presentes
33645,23149,telefonia
33601,29129,informatica_acessorios
1444,26344,brinquedos
23266,1894,papelaria
23266,2053,papelaria
74306,6132,perfumaria
59056,13950,beleza_saude
59056,13950,beleza_saude
50988,30759,automotivo
71481,7345,ferramentas_jardim
71481,21777,ferramentas_jardim
54876,9550,esporte_lazer
71547,2277,informatica_acessorios
41965,29260,relogios_presentes
61854,21108,beleza_saude
90629,25292,fashion_roupa_feminina
76545,20241,ferramentas_jardim
39396.0,9765.0,
39396.0,9765.0,
39396.0,9765.0,
28338,2884,moveis_decoracao
10989,13769,informatica_acessorios
53588,452,cama_mesa_banho
46077,8899,beleza_saude
94976,19322,cool_stuff
68910,30186,pet_shop
69748,10098,telefonia_fixa
82481,29741,telefonia
56758,6869,informatica_acessorios
98671,213,eletronicos
16070,1141,eletrodomesticos
26357,30411,esporte_lazer
27393,4378,utilidades_domesticas
37302,24,moveis_decoracao
66868,24597,beleza_saude
85663,26883,cama_mesa_banho
84391,26596,eletroportateis
81432,28345,telefonia
25204,6997,construcao_ferramentas_jardim
96368,10497,cool_stuff
3194,23119,cool_stuff
66005.0,21075.0,
38040,18818,cama_mesa_banho
67475,20340,alimentos
67475,20340,alimentos
67475,20340,alimentos
67475,20340,alimentos
72011,8005,perfumaria
5481,20110,instrumentos_musicais
82460,15354,telefonia
8539,27095,relogios_presentes
40803,29330,esporte_lazer
18331,21496,bebidas
67536,28190,cool_stuff
45440,25547,beleza_saude
67293,12799,fashion_bolsas_e_acessorios
36115,12501,automotivo
51238,16609,bebes
76633,3135,informatica_acessorios
71579,30411,esporte_lazer
62533,6340,moveis_decoracao
91971,22125,perfumaria
45430,21824,consoles_games
67798,19797,cool_stuff
17900,15164,esporte_lazer
28907,10001,moveis_decoracao
97783,27192,brinquedos
93594,14754,utilidades_domesticas
58761,19772,perfumaria
90685,10965,eletronicos
50445,9483,ferramentas_jardim
41692,27614,telefonia
52414,26133,livros_tecnicos
69461,7459,beleza_saude
7117,22292,telefonia
29425,29653,automotivo
77108,20452,cama_mesa_banho
7431,4204,beleza_saude
31249,25579,perfumaria
31249,25579,perfumaria
31249,25579,perfumaria
96893,5766,esporte_lazer
87223,18489,relogios_presentes
80811,15044,telefonia
94673,31807,alimentos
14389,25749,automotivo
93228,18324,informatica_acessorios
17221,20417,beleza_saude
52589,15672,telefonia
42231,24055,cama_mesa_banho
38106,27952,informatica_acessorios
80744,660,brinquedos
36261.0,29568.0,
99052,26007,perfumaria
53570,17958,esporte_lazer
42085,2042,beleza_saude
12474,14709,beleza_saude
3854,25606,alimentos
22666,20571,relogios_presentes
14292,27656,informatica_acessorios
49242,17224,cama_mesa_banho
51275,6007,esporte_lazer
50301,15846,cool_stuff
66510,22030,esporte_lazer
66510,22030,esporte_lazer
16840,11865,papelaria
19286,13320,cama_mesa_banho
67210,9483,ferramentas_jardim
38101,2476,construcao_ferramentas_construcao
96015,24788,climatizacao
96015,24788,climatizacao
49335,25270,telefonia
46063,12169,cama_mesa_banho
55557,16076,moveis_decoracao
15086,9324,telefonia
15086,31112,telefonia
83099,4563,moveis_decoracao
95873,8530,cama_mesa_banho
87073,12600,utilidades_domesticas
72363,25561,utilidades_domesticas
72363,25561,utilidades_domesticas
72363,25561,utilidades_domesticas
72363,25561,utilidades_domesticas
59894,30471,telefonia
62019,10527,artigos_de_festas
56156,14051,ferramentas_jardim
67543,13395,utilidades_domesticas
61208,21313,utilidades_domesticas
26526,28805,moveis_decoracao
66314,25132,moveis_escritorio
68030,14359,telefonia
97263,12760,perfumaria
97263,26007,perfumaria
25866,28894,beleza_saude
25866,28894,beleza_saude
30928,18475,relogios_presentes
99060,9876,utilidades_domesticas
99060,9876,utilidades_domesticas
99060,9876,utilidades_domesticas
37644,32021,construcao_ferramentas_construcao
49302,10928,climatizacao
55885,27576,brinquedos
604,11352,esporte_lazer
25268,32098,ferramentas_jardim
46344,15140,climatizacao
7297,7671,esporte_lazer
87046,1749,beleza_saude
26590,1790,automotivo
75736,2280,utilidades_domesticas
55385,3820,telefonia_fixa
91243,10982,informatica_acessorios
28892,12293,beleza_saude
27910,21787,bebes
20529,10043,informatica_acessorios
3746,29464,beleza_saude
16815,725,moveis_decoracao
72865,21241,malas_acessorios
10234,22360,cool_stuff
77141,16117,moveis_escritorio
22254,19876,esporte_lazer
9409,22111,beleza_saude
87639,15132,relogios_presentes
84335,15107,consoles_games
74335,29999,cool_stuff
54456,28431,construcao_ferramentas_construcao
6821.0,20343.0,
84753,15701,moveis_decoracao
45526,15647,relogios_presentes
74563,29129,informatica_acessorios
7309,10175,automotivo
54690,32046,informatica_acessorios
10845,12663,relogios_presentes
10845,18419,relogios_presentes
94571,3902,cama_mesa_banho
41869,10965,eletronicos
46286,24850,malas_acessorios
53455,29690,livros_interesse_geral
5086,9626,eletroportateis
78164,10403,brinquedos
90949,13257,cool_stuff
83589,9914,cama_mesa_banho
4946,3937,esporte_lazer
4946,29729,esporte_lazer
1763,20924,eletroportateis
38292,20591,moveis_cozinha_area_de_servico_jantar_e_jardim
38292,20591,moveis_cozinha_area_de_servico_jantar_e_jardim
19963,25585,beleza_saude
20003,7003,moveis_decoracao
17386,26996,cama_mesa_banho
7917,32911,moveis_decoracao
95501,25880,eletronicos
21647,25165,telefonia
26514,24545,brinquedos
49955,9232,eletronicos
51622,32661,brinquedos
70068,25024,consoles_games
51298,31326,automotivo
76804,31686,cama_mesa_banho
35740,13676,eletronicos
62075,27029,cool_stuff
91819,30285,perfumaria
76134,22989,automotivo
45505,23264,cama_mesa_banho
54565,12572,pet_shop
27252,13038,automotivo
13717,31467,ferramentas_jardim
97002,12288,eletronicos
60630,25334,automotivo
87790,8201,cama_mesa_banho
86017,813,telefonia
25078,13203,esporte_lazer
83929,30487,bebes
83929,30487,bebes
37562,20532,esporte_lazer
9747,19448,relogios_presentes
64965,14532,cool_stuff
85950,22091,cool_stuff
23591,8212,cama_mesa_banho
46279,20241,ferramentas_jardim
22011,26316,brinquedos
74398,18118,automotivo
21845,2185,papelaria
48604,19747,esporte_lazer
63600,29787,bebes
87886,261,brinquedos
75561,19928,automotivo
7009,9832,bebes
11491.0,20472.0,
98955,15290,automotivo
75237,10705,cool_stuff
62068,30905,alimentos
26030,17695,cama_mesa_banho
59966,32081,informatica_acessorios
26403,31208,casa_construcao
26403,2456,moveis_decoracao
41562,19042,bebes
47980,31467,ferramentas_jardim
26695,9257,moveis_decoracao
9117,28144,agro_industria_e_comercio
69896,31067,moveis_decoracao
69896,31067,moveis_decoracao
28896,19107,relogios_presentes
98227,7211,cama_mesa_banho
3669,29291,instrumentos_musicais
53701,31309,informatica_acessorios
17933,2265,cama_mesa_banho
19079,32139,utilidades_domesticas
28856,28862,eletrodomesticos
93728,289,esporte_lazer
89638,17291,eletronicos
65168,4598,ferramentas_jardim
13017,22621,informatica_acessorios
59106,13298,moveis_decoracao
51269,32779,informatica_acessorios
94322,1344,moveis_decoracao
46312,17327,pet_shop
7354,2977,esporte_lazer
91921,18409,eletronicos
91921,18409,eletronicos
91921,18409,eletronicos
91921,18409,eletronicos
91921,18409,eletronicos
62293,3203,relogios_presentes
62293,3203,relogios_presentes
6326,26756,relogios_presentes
94188,25861,utilidades_domesticas
86518,13602,telefonia
32077,32209,moveis_escritorio
86190,9215,beleza_saude
7331,29763,esporte_lazer
26652,12282,utilidades_domesticas
13973,7162,relogios_presentes
73738,23925,brinquedos
46095,25469,esporte_lazer
87440,11023,instrumentos_musicais
47791,27963,telefonia
53714,27838,moveis_sala
53714,27838,moveis_sala
58820,2785,cama_mesa_banho
58820,2785,cama_mesa_banho
92981,16567,moveis_decoracao
92981,16567,moveis_decoracao
32145,6557,beleza_saude
78115,20436,beleza_saude
20306,13430,moveis_decoracao
35718,13430,moveis_decoracao
15908,25660,relogios_presentes
22564,15593,cama_mesa_banho
96284,17740,cool_stuff
76661,618,informatica_acessorios
28186,3883,brinquedos
70905,31881,cama_mesa_banho
5579,14051,ferramentas_jardim
5579,14051,ferramentas_jardim
8218,27834,utilidades_domesticas
15666.0,31714.0,
38019,28021,esporte_lazer
29147.0,10570.0,
28762,6557,beleza_saude
73339,21361,telefonia
51448,5841,construcao_ferramentas_jardim
74593,11018,cama_mesa_banho
89161,31790,cama_mesa_banho
30693,12012,utilidades_domesticas
25887,22743,automotivo
81771,27516,informatica_acessorios
47687,11848,instrumentos_musicais
4541,29131,moveis_decoracao
4541,12484,moveis_decoracao
96344,15528,relogios_presentes
4014,18969,telefonia
97008,19920,cama_mesa_banho
8868,10265,papelaria
67483,32380,beleza_saude
23472,4878,cama_mesa_banho
20153,27651,automotivo
82182,30345,informatica_acessorios
34752,3962,relogios_presentes
29643,1607,utilidades_domesticas
83262,7637,beleza_saude
3095,4598,ferramentas_jardim
59388,1879,utilidades_domesticas
59388,1879,utilidades_domesticas
14182,19052,beleza_saude
6540,20394,bebes
81805,5683,moveis_sala
82702,15710,moveis_decoracao
6214,20295,moveis_decoracao
6214,20295,moveis_decoracao
67520,5822,beleza_saude
42935,11313,moveis_decoracao
77509,18039,utilidades_domesticas
77509,31505,utilidades_domesticas
77509,18039,utilidades_domesticas
77509,29061,utilidades_domesticas
77509,29061,utilidades_domesticas
77509,31505,utilidades_domesticas
6431,17774,informatica_acessorios
19418,4800,informatica_acessorios
25122,23721,brinquedos
60533,9661,cama_mesa_banho
60533,9661,cama_mesa_banho
55612,7320,moveis_decoracao
37393,30002,informatica_acessorios
53505,31515,beleza_saude
18776,309,ferramentas_jardim
1637,21395,informatica_acessorios
94421,2748,moveis_decoracao
52325,23666,moveis_escritorio
11238,21788,moveis_decoracao
88355,966,esporte_lazer
88355,966,esporte_lazer
7377,17404,bebes
57703,5722,relogios_presentes
65647,14305,informatica_acessorios
18706,5431,utilidades_domesticas
79914,6518,telefonia
32134,32273,esporte_lazer
3064,9859,esporte_lazer
28737,29653,automotivo
28737,19861,automotivo
44028,15506,consoles_games
73253,18013,alimentos
92960,14457,relogios_presentes
92960,14457,relogios_presentes
37453,31742,utilidades_domesticas
83372,6553,cama_mesa_banho
21402,32923,informatica_acessorios
21178,25454,perfumaria
71054,13430,moveis_decoracao
48090,21875,eletronicos
96677,19166,telefonia
3994,12039,cool_stuff
4548,4598,ferramentas_jardim
65899,15528,relogios_presentes
